id,split,company,method,human_label,prediction,status,candidate_sha256
financebench_id_00746,development,Ulta Beauty,holistic_v2,incorrect,refusal,ok,37b678dabc39f7e108fa5c56b8b4065b1fa37f79386c4ffa0e7a1cd06c466c54
financebench_id_00735,development,PepsiCo,operational_v3,refusal,refusal,ok,6dc4b742fb6ef6ac1c15a8eac7cb09c51dd6c9ad0b113e6ea44d3613eed83d82
financebench_id_00735,new_response_validation,PepsiCo,holistic_v2,correct,correct,ok,c69205f59a241258663180bdbd5fec9ee4f5793f9c66f2d85623908737747032
financebench_id_00735,new_response_validation,PepsiCo,operational_v3,correct,correct,ok,c69205f59a241258663180bdbd5fec9ee4f5793f9c66f2d85623908737747032
financebench_id_00757,development,AMD,holistic_v2,refusal,refusal,ok,df1fed1c6085d36225160d2d718097f01c0d0ff3f70b5c1624899620eaed6067
financebench_id_00746,development,Ulta Beauty,operational_v3,incorrect,incorrect,ok,37b678dabc39f7e108fa5c56b8b4065b1fa37f79386c4ffa0e7a1cd06c466c54
financebench_id_00746,new_response_validation,Ulta Beauty,holistic_v2,incorrect,incorrect,ok,8828fa58e22a788a4353b751ff4942c8d45b91791cf88117bf3b3ced43237288
financebench_id_00746,new_response_validation,Ulta Beauty,operational_v3,incorrect,incorrect,ok,8828fa58e22a788a4353b751ff4942c8d45b91791cf88117bf3b3ced43237288
financebench_id_00790,development,CVS Health,holistic_v2,correct,correct,ok,55594efd8efa26c02a42cedc8ed180c4cb8532c4d8949c7bf01637fd5a91a2e4
financebench_id_00757,development,AMD,operational_v3,refusal,refusal,ok,df1fed1c6085d36225160d2d718097f01c0d0ff3f70b5c1624899620eaed6067
financebench_id_00757,new_response_validation,AMD,holistic_v2,correct,correct,ok,575368c228ed50c3e2896ad5d62e327a3a39ba4cd934394be12077bfe380c338
financebench_id_00757,new_response_validation,AMD,operational_v3,correct,correct,ok,575368c228ed50c3e2896ad5d62e327a3a39ba4cd934394be12077bfe380c338
financebench_id_00799,development,Amcor,holistic_v2,incorrect,refusal,ok,656f3c008a4e6b8fa59130d05c2f576ffb122c0f3fc77135a5ca83ac7962d421
financebench_id_00790,development,CVS Health,operational_v3,correct,correct,ok,55594efd8efa26c02a42cedc8ed180c4cb8532c4d8949c7bf01637fd5a91a2e4
financebench_id_00790,new_response_validation,CVS Health,holistic_v2,refusal,refusal,ok,de6998108e76643a88cdc701f58043112eb8dabcb24a955f9a0ccb210b944ec1
financebench_id_00790,new_response_validation,CVS Health,operational_v3,refusal,refusal,ok,de6998108e76643a88cdc701f58043112eb8dabcb24a955f9a0ccb210b944ec1
financebench_id_00807,development,3M,holistic_v2,incorrect,incorrect,ok,eb1ecd981eb8cc7bfed771778efc85ce1a923a2fb58e865dd4995b908d08ff43
financebench_id_00799,development,Amcor,operational_v3,incorrect,incorrect,ok,656f3c008a4e6b8fa59130d05c2f576ffb122c0f3fc77135a5ca83ac7962d421
financebench_id_00799,new_response_validation,Amcor,holistic_v2,incorrect,incorrect,ok,5fc1ec66fbfba3c86a53fcd949fd5f75ac56e54da239b82eb3781e030418fdc0
financebench_id_00799,new_response_validation,Amcor,operational_v3,incorrect,incorrect,ok,5fc1ec66fbfba3c86a53fcd949fd5f75ac56e54da239b82eb3781e030418fdc0
financebench_id_00822,development,Foot Locker,holistic_v2,refusal,refusal,ok,d22ed1ac70050fb2fb1e2a638769b91d67fe7407c53ddb3bd4308be70158260d
financebench_id_00807,development,3M,operational_v3,incorrect,incorrect,ok,eb1ecd981eb8cc7bfed771778efc85ce1a923a2fb58e865dd4995b908d08ff43
financebench_id_00807,new_response_validation,3M,holistic_v2,incorrect,incorrect,ok,211e7c81229c2dcbc28c4dbf0ce36f037fcd833d420511f5a0d738ae42a51266
financebench_id_00807,new_response_validation,3M,operational_v3,incorrect,incorrect,ok,211e7c81229c2dcbc28c4dbf0ce36f037fcd833d420511f5a0d738ae42a51266
financebench_id_00839,development,Foot Locker,holistic_v2,refusal,refusal,ok,ceea20d2e5adc9cc176bb11dc118d32800e5db0d85bb8d03e51b5674bf810bf2
financebench_id_00822,development,Foot Locker,operational_v3,refusal,refusal,ok,d22ed1ac70050fb2fb1e2a638769b91d67fe7407c53ddb3bd4308be70158260d
financebench_id_00822,new_response_validation,Foot Locker,holistic_v2,incorrect,incorrect,ok,89513e458519b8a8e025f390359d71cf6db0cd5063c2f9f84fdc21af077d9582
financebench_id_00822,new_response_validation,Foot Locker,operational_v3,incorrect,incorrect,ok,89513e458519b8a8e025f390359d71cf6db0cd5063c2f9f84fdc21af077d9582
financebench_id_00859,development,Verizon,holistic_v2,correct,correct,ok,c94ca4d4e825c166647ef17b623e2b8ad7a890f0b80be93e136d5ebc46ca0eea
financebench_id_00839,development,Foot Locker,operational_v3,refusal,refusal,ok,ceea20d2e5adc9cc176bb11dc118d32800e5db0d85bb8d03e51b5674bf810bf2
financebench_id_00839,new_response_validation,Foot Locker,holistic_v2,correct,correct,ok,70e253f8e916a501f2c71e0dfca4d2abb5a913c1181bed4d567c37547f90201f
financebench_id_00839,new_response_validation,Foot Locker,operational_v3,correct,correct,ok,70e253f8e916a501f2c71e0dfca4d2abb5a913c1181bed4d567c37547f90201f
financebench_id_00882,development,PepsiCo,holistic_v2,refusal,refusal,ok,ce7e888cd60f3db547c6ef7e6c25ce2a3764f4fab044a7e10441b8379881811e
financebench_id_00859,development,Verizon,operational_v3,correct,correct,ok,c94ca4d4e825c166647ef17b623e2b8ad7a890f0b80be93e136d5ebc46ca0eea
financebench_id_00859,new_response_validation,Verizon,holistic_v2,incorrect,refusal,ok,9788d0e00d28bf6a854d56c475b571a65599b7f7681a6c142b702f1227ed70b5
financebench_id_00859,new_response_validation,Verizon,operational_v3,incorrect,incorrect,ok,9788d0e00d28bf6a854d56c475b571a65599b7f7681a6c142b702f1227ed70b5
financebench_id_00917,development,AMD,holistic_v2,refusal,refusal,ok,25e71b61d13164f0e90a5632aa3ebab5c86b4cf93262479ad7c8bfcbced9a13a
financebench_id_00882,development,PepsiCo,operational_v3,refusal,refusal,ok,ce7e888cd60f3db547c6ef7e6c25ce2a3764f4fab044a7e10441b8379881811e
financebench_id_00882,new_response_validation,PepsiCo,holistic_v2,correct,correct,ok,6c5f8246119e218c31e301ff2b5debe19a41cc069c47ff35dda8cbdf96771e22
financebench_id_00882,new_response_validation,PepsiCo,operational_v3,correct,correct,ok,6c5f8246119e218c31e301ff2b5debe19a41cc069c47ff35dda8cbdf96771e22
financebench_id_00941,development,3M,holistic_v2,correct,correct,ok,57d62c2c6bac7ecab53a045919f6f45a4799c0f21e238764483e39ecb2093f7e
financebench_id_00917,development,AMD,operational_v3,refusal,refusal,ok,25e71b61d13164f0e90a5632aa3ebab5c86b4cf93262479ad7c8bfcbced9a13a
financebench_id_00917,new_response_validation,AMD,holistic_v2,incorrect,refusal,ok,20713d5204f551b2760c304d3ae85fd97136e7a4c9a12aa3c101e600f8e0d020
financebench_id_00917,new_response_validation,AMD,operational_v3,incorrect,incorrect,ok,20713d5204f551b2760c304d3ae85fd97136e7a4c9a12aa3c101e600f8e0d020
financebench_id_00956,development,Johnson & Johnson,holistic_v2,correct,correct,ok,771ba39fcde2b6fd7f282d0458c0ed03816dda56fd77dc38d01288c8404a4460
financebench_id_00941,development,3M,operational_v3,correct,correct,ok,57d62c2c6bac7ecab53a045919f6f45a4799c0f21e238764483e39ecb2093f7e
financebench_id_00941,new_response_validation,3M,holistic_v2,correct,correct,ok,d3adfa1acaa4dbc7a8d61f1b38c3572834bf43acaf0d509421bc9713e4da02d6
financebench_id_00941,new_response_validation,3M,operational_v3,correct,correct,ok,d3adfa1acaa4dbc7a8d61f1b38c3572834bf43acaf0d509421bc9713e4da02d6
financebench_id_00995,development,AMD,holistic_v2,correct,incorrect,ok,cd50e9048aa7020b598e633f80506b84a738a5d49cb78f7ac7f499d1b1926569
financebench_id_00956,development,Johnson & Johnson,operational_v3,correct,correct,ok,771ba39fcde2b6fd7f282d0458c0ed03816dda56fd77dc38d01288c8404a4460
financebench_id_00956,new_response_validation,Johnson & Johnson,holistic_v2,correct,correct,ok,6e50f15205c679b27fcd9b1eeed6d6e07498b0bc1f22f643cc7542a908c48bf7
financebench_id_00956,new_response_validation,Johnson & Johnson,operational_v3,correct,correct,ok,6e50f15205c679b27fcd9b1eeed6d6e07498b0bc1f22f643cc7542a908c48bf7
financebench_id_01009,development,PepsiCo,holistic_v2,incorrect,refusal,ok,dad901c194b4b193bc9269f2de56c01507de94b0a1954ccb0d2aeb01e1badc31
financebench_id_00995,development,AMD,operational_v3,correct,incorrect,ok,cd50e9048aa7020b598e633f80506b84a738a5d49cb78f7ac7f499d1b1926569
financebench_id_00995,new_response_validation,AMD,holistic_v2,correct,correct,ok,efaea73a6de0c2f1cc235610b8eb8cac02d945b00ee98e2342812f9b3c7630e9
financebench_id_00995,new_response_validation,AMD,operational_v3,correct,correct,ok,efaea73a6de0c2f1cc235610b8eb8cac02d945b00ee98e2342812f9b3c7630e9
financebench_id_01028,development,American Express,holistic_v2,refusal,refusal,ok,65a85de45945e88978eecab9d082d84c923092682ea80772720452e1ca60fdaf
financebench_id_01009,development,PepsiCo,operational_v3,incorrect,incorrect,ok,dad901c194b4b193bc9269f2de56c01507de94b0a1954ccb0d2aeb01e1badc31
financebench_id_01009,new_response_validation,PepsiCo,holistic_v2,correct,incorrect,ok,b26e45ffd083ef9044091c1e22357b319a3cb5fc39acbee430163dbd8ed8cc90
financebench_id_01009,new_response_validation,PepsiCo,operational_v3,correct,correct,ok,b26e45ffd083ef9044091c1e22357b319a3cb5fc39acbee430163dbd8ed8cc90
financebench_id_01077,development,Best Buy,holistic_v2,correct,correct,ok,477d71c06ca3a155a9ecab0e4be1d2db3d8df7e9512845fa80071a38b277e8dd
financebench_id_01028,development,American Express,operational_v3,refusal,refusal,ok,65a85de45945e88978eecab9d082d84c923092682ea80772720452e1ca60fdaf
financebench_id_01028,new_response_validation,American Express,holistic_v2,correct,correct,ok,437a8c80d27e89554a8e8e24367af94e12d68bbe6e936688f880c2af341c01d1
financebench_id_01028,new_response_validation,American Express,operational_v3,correct,correct,ok,437a8c80d27e89554a8e8e24367af94e12d68bbe6e936688f880c2af341c01d1
financebench_id_01079,development,Amcor,holistic_v2,refusal,refusal,ok,f109d5e9261693574d63ed3e933ef49c9f81e85fe92abcd1a567bad473294dee
financebench_id_01077,development,Best Buy,operational_v3,correct,correct,ok,477d71c06ca3a155a9ecab0e4be1d2db3d8df7e9512845fa80071a38b277e8dd
financebench_id_01077,new_response_validation,Best Buy,holistic_v2,refusal,refusal,ok,5a2b664bebee8eddca8304ebbc50d1df8f4928cf7ae51a3a7223c987d27f8928
financebench_id_01077,new_response_validation,Best Buy,operational_v3,refusal,refusal,ok,5a2b664bebee8eddca8304ebbc50d1df8f4928cf7ae51a3a7223c987d27f8928
financebench_id_01091,development,Boeing,holistic_v2,incorrect,refusal,ok,8c1d4711bbf3ba9502c35ce833ac8823e5e689b0b4bef7af7266c5d459331c39
financebench_id_01079,development,Amcor,operational_v3,refusal,refusal,ok,f109d5e9261693574d63ed3e933ef49c9f81e85fe92abcd1a567bad473294dee
financebench_id_01079,new_response_validation,Amcor,holistic_v2,incorrect,refusal,ok,8317ccbe51260737b635b1b3fdbbfd97ce3e049e0df85bc87cf92b123ea6e88c
financebench_id_01079,new_response_validation,Amcor,operational_v3,incorrect,incorrect,ok,8317ccbe51260737b635b1b3fdbbfd97ce3e049e0df85bc87cf92b123ea6e88c
financebench_id_01107,development,CVS Health,holistic_v2,correct,correct,ok,7c3371fa8360bfa8bc26c36e2994969da7a59dcac2b9c09a803a096fa3b23b7e
financebench_id_01091,development,Boeing,operational_v3,incorrect,incorrect,ok,8c1d4711bbf3ba9502c35ce833ac8823e5e689b0b4bef7af7266c5d459331c39
financebench_id_01091,new_response_validation,Boeing,holistic_v2,incorrect,incorrect,ok,79989ed15016bbffeb8dfb25c29326143a89b40f29323ed610b0558ef65bef65
financebench_id_01091,new_response_validation,Boeing,operational_v3,incorrect,incorrect,ok,79989ed15016bbffeb8dfb25c29326143a89b40f29323ed610b0558ef65bef65
financebench_id_01148,development,Amcor,holistic_v2,correct,correct,ok,969bfa712618e318e0aa2dd01a9a51cf788f0f3da2104a6980c2b60fc372adcf
financebench_id_01107,development,CVS Health,operational_v3,correct,correct,ok,7c3371fa8360bfa8bc26c36e2994969da7a59dcac2b9c09a803a096fa3b23b7e
financebench_id_01107,new_response_validation,CVS Health,holistic_v2,refusal,refusal,ok,aa7c7525d8f9813b43410652b1b401869524b59811b979f23ca613a1195fb646
financebench_id_01107,new_response_validation,CVS Health,operational_v3,refusal,refusal,ok,aa7c7525d8f9813b43410652b1b401869524b59811b979f23ca613a1195fb646
financebench_id_01163,development,Nike,holistic_v2,incorrect,refusal,ok,f9e8070d34ff4f9e3cda92b48a59a0addfbd80a15cfe4d4761d7c10dd9eb1a4e
financebench_id_01148,development,Amcor,operational_v3,correct,correct,ok,969bfa712618e318e0aa2dd01a9a51cf788f0f3da2104a6980c2b60fc372adcf
financebench_id_01148,new_response_validation,Amcor,holistic_v2,incorrect,refusal,ok,da2a59cd2b02c331bc0fdcfa947488a574934e12e4ad172b77b72daf5663fe74
financebench_id_01148,new_response_validation,Amcor,operational_v3,incorrect,incorrect,ok,da2a59cd2b02c331bc0fdcfa947488a574934e12e4ad172b77b72daf5663fe74
financebench_id_01198,development,AMD,holistic_v2,incorrect,refusal,ok,2d42ebd6ad3216d88abb0f05f79b0287a52b6f27773dbe55fa9a7e62ef35a580
financebench_id_01163,development,Nike,operational_v3,incorrect,incorrect,ok,f9e8070d34ff4f9e3cda92b48a59a0addfbd80a15cfe4d4761d7c10dd9eb1a4e
financebench_id_01163,new_response_validation,Nike,holistic_v2,incorrect,refusal,ok,ecb6c1e821520bbb18cfa971629b2968862ddad54f6d2c8f38d8759c72359e8b
financebench_id_01163,new_response_validation,Nike,operational_v3,incorrect,incorrect,ok,ecb6c1e821520bbb18cfa971629b2968862ddad54f6d2c8f38d8759c72359e8b
financebench_id_01226,development,3M,holistic_v2,correct,correct,ok,c5111956e72eab9675ceaa4b5546097c88b09deddfe4a786e5d149c4418ba595
financebench_id_01198,development,AMD,operational_v3,incorrect,incorrect,ok,2d42ebd6ad3216d88abb0f05f79b0287a52b6f27773dbe55fa9a7e62ef35a580
financebench_id_01198,new_response_validation,AMD,holistic_v2,correct,correct,ok,6f395f28fb08171db560987fe355e7a51be8b970f5c8d3a205adf13d232dbba0
financebench_id_01198,new_response_validation,AMD,operational_v3,correct,correct,ok,6f395f28fb08171db560987fe355e7a51be8b970f5c8d3a205adf13d232dbba0
financebench_id_01244,development,CVS Health,holistic_v2,correct,correct,ok,cab4e714a277e81436ebe4e40770fd5a494ce0b2a6a33a357fbed92f3f5f4450
financebench_id_01226,development,3M,operational_v3,correct,correct,ok,c5111956e72eab9675ceaa4b5546097c88b09deddfe4a786e5d149c4418ba595
financebench_id_01226,new_response_validation,3M,holistic_v2,refusal,refusal,ok,00b2d3120f61f2cf65d99000fdb66dd6b2bdc84eeb65718c6dabda5c97ac5d8f
financebench_id_01226,new_response_validation,3M,operational_v3,refusal,refusal,ok,00b2d3120f61f2cf65d99000fdb66dd6b2bdc84eeb65718c6dabda5c97ac5d8f
financebench_id_01254,development,MGM Resorts,holistic_v2,correct,correct,ok,20c7d62194f23f52a867b5af533de89f25029860a9a940d2234730824ec633df
financebench_id_01244,development,CVS Health,operational_v3,correct,correct,ok,cab4e714a277e81436ebe4e40770fd5a494ce0b2a6a33a357fbed92f3f5f4450
financebench_id_01244,new_response_validation,CVS Health,holistic_v2,refusal,refusal,ok,84cafea1eef31fdaacec37179c3edb5cfaba505c44e886fe225e20e1a9b1a2ae
financebench_id_01244,new_response_validation,CVS Health,operational_v3,refusal,refusal,ok,84cafea1eef31fdaacec37179c3edb5cfaba505c44e886fe225e20e1a9b1a2ae
financebench_id_01275,development,Best Buy,holistic_v2,refusal,refusal,ok,824e9697cd932917c607594f01db9c5779ec049d781fc8fd9a515574a61a3d04
financebench_id_01254,development,MGM Resorts,operational_v3,correct,correct,ok,20c7d62194f23f52a867b5af533de89f25029860a9a940d2234730824ec633df
financebench_id_01254,new_response_validation,MGM Resorts,holistic_v2,incorrect,incorrect,ok,6ca93459dd562c44f6a49cac8b0be26203fb7649ae42fae6c59b3295af0c11fe
financebench_id_01275,development,Best Buy,operational_v3,refusal,refusal,ok,824e9697cd932917c607594f01db9c5779ec049d781fc8fd9a515574a61a3d04
financebench_id_01279,development,AMD,holistic_v2,refusal,refusal,ok,a03cb1cc98561e086a9e728999f9cae741e3d7f109a5a3fbd498f1429fc754f1
financebench_id_01275,new_response_validation,Best Buy,holistic_v2,incorrect,incorrect,ok,0ce6659b8eb8d4baec5d4973a7f42245f345361a7b66e67c098eedc9fe551f49
financebench_id_01275,new_response_validation,Best Buy,operational_v3,incorrect,incorrect,ok,0ce6659b8eb8d4baec5d4973a7f42245f345361a7b66e67c098eedc9fe551f49
financebench_id_01254,new_response_validation,MGM Resorts,operational_v3,incorrect,incorrect,ok,6ca93459dd562c44f6a49cac8b0be26203fb7649ae42fae6c59b3295af0c11fe
financebench_id_01290,development,Boeing,holistic_v2,correct,correct,ok,835d0da6f56e9073339070285a889c3a526279beb46a78d85f33790df3e00786
financebench_id_01279,development,AMD,operational_v3,refusal,refusal,ok,a03cb1cc98561e086a9e728999f9cae741e3d7f109a5a3fbd498f1429fc754f1
financebench_id_01279,new_response_validation,AMD,holistic_v2,incorrect,refusal,ok,5c670fcb3622cc9696ea070d6f374a740aa10c80a5652f89eb444e9e9d370ee7
financebench_id_01279,new_response_validation,AMD,operational_v3,incorrect,incorrect,ok,5c670fcb3622cc9696ea070d6f374a740aa10c80a5652f89eb444e9e9d370ee7
financebench_id_01319,development,AES Corporation,holistic_v2,correct,correct,ok,11c0ec500abc6f431fa95108bf9a9cda49c0cacfb9b5d3d99d8d543a1f46a649
financebench_id_01290,development,Boeing,operational_v3,correct,correct,ok,835d0da6f56e9073339070285a889c3a526279beb46a78d85f33790df3e00786
financebench_id_01290,new_response_validation,Boeing,holistic_v2,correct,correct,ok,767259d564303688a8d426a4d2e222a31dca5800bb2e0788adf64e99b831d11d
financebench_id_01290,new_response_validation,Boeing,operational_v3,correct,correct,ok,767259d564303688a8d426a4d2e222a31dca5800bb2e0788adf64e99b831d11d
financebench_id_01328,development,PepsiCo,holistic_v2,refusal,refusal,ok,81b7e235d2f53bbb4944b0ffe2b6068579e03fe52958bc21659c8fe03e06f5a3
financebench_id_01319,development,AES Corporation,operational_v3,correct,correct,ok,11c0ec500abc6f431fa95108bf9a9cda49c0cacfb9b5d3d99d8d543a1f46a649
financebench_id_01319,new_response_validation,AES Corporation,holistic_v2,refusal,refusal,ok,5079353b0e6fb8ee5b08b50c3e7c7ba9a7bcaaeda700b757c51ee830a0a80789
financebench_id_01319,new_response_validation,AES Corporation,operational_v3,refusal,refusal,ok,5079353b0e6fb8ee5b08b50c3e7c7ba9a7bcaaeda700b757c51ee830a0a80789
financebench_id_01346,development,Corning,holistic_v2,refusal,refusal,ok,be8c0fa9c4a2567aa294d408b809c7eebbfc835e373a595077095de4221e4fc1
financebench_id_01328,development,PepsiCo,operational_v3,refusal,refusal,ok,81b7e235d2f53bbb4944b0ffe2b6068579e03fe52958bc21659c8fe03e06f5a3
financebench_id_01328,new_response_validation,PepsiCo,holistic_v2,refusal,refusal,ok,2639baa363862a930fcbc1ba2a187cffe536ff09b0266bceb797380a7e957de4
financebench_id_01328,new_response_validation,PepsiCo,operational_v3,refusal,refusal,ok,2639baa363862a930fcbc1ba2a187cffe536ff09b0266bceb797380a7e957de4
financebench_id_01351,development,American Express,holistic_v2,incorrect,refusal,ok,2ce9a3d3a672e015be6d5095722692a44dfde121839fc0a66793eb5ef0435645
financebench_id_01346,development,Corning,operational_v3,refusal,refusal,ok,be8c0fa9c4a2567aa294d408b809c7eebbfc835e373a595077095de4221e4fc1
financebench_id_01346,new_response_validation,Corning,holistic_v2,refusal,refusal,ok,7b826b227cdcfcef194b3b9fc0f0390e1f53a45ef1baf40be8aff660539c606b
financebench_id_01346,new_response_validation,Corning,operational_v3,refusal,refusal,ok,7b826b227cdcfcef194b3b9fc0f0390e1f53a45ef1baf40be8aff660539c606b
financebench_id_01474,development,PepsiCo,holistic_v2,correct,correct,ok,734777394b593885326377c2a8471d6393f451c389e8658b27e3884ff08c1bdf
financebench_id_01351,development,American Express,operational_v3,incorrect,incorrect,ok,2ce9a3d3a672e015be6d5095722692a44dfde121839fc0a66793eb5ef0435645
financebench_id_01351,new_response_validation,American Express,holistic_v2,correct,correct,ok,23089c3e466d0063b9463a72da5f44ea54ce9fbbca5df0888ac313587acf5bb1
financebench_id_01351,new_response_validation,American Express,operational_v3,correct,correct,ok,23089c3e466d0063b9463a72da5f44ea54ce9fbbca5df0888ac313587acf5bb1
financebench_id_01476,development,PepsiCo,holistic_v2,correct,correct,ok,7e19acbd5ac43a4dd15f677c5a5f05b2243b2fe91dacb2d535ed92e415992ede
financebench_id_01474,development,PepsiCo,operational_v3,correct,correct,ok,734777394b593885326377c2a8471d6393f451c389e8658b27e3884ff08c1bdf
financebench_id_01474,new_response_validation,PepsiCo,holistic_v2,correct,correct,ok,2108523a29eb5a279ba79ec7f0efb8feabd2d0a333227599f56911172e57a0c5
financebench_id_01474,new_response_validation,PepsiCo,operational_v3,correct,correct,ok,2108523a29eb5a279ba79ec7f0efb8feabd2d0a333227599f56911172e57a0c5
financebench_id_01482,development,PepsiCo,holistic_v2,correct,correct,ok,e3a819a006bb7a9f0d94665c7f07415b0ecc600dcc65dbede39dad7e4b225a9e
financebench_id_01476,development,PepsiCo,operational_v3,correct,correct,ok,7e19acbd5ac43a4dd15f677c5a5f05b2243b2fe91dacb2d535ed92e415992ede
financebench_id_01476,new_response_validation,PepsiCo,holistic_v2,correct,correct,ok,3d2ddca2223787b904394359549c57193f4326393185178c2c5019a4cbff17ec
financebench_id_01476,new_response_validation,PepsiCo,operational_v3,correct,correct,ok,3d2ddca2223787b904394359549c57193f4326393185178c2c5019a4cbff17ec
financebench_id_01484,development,Johnson & Johnson,holistic_v2,refusal,refusal,ok,8a1b3a2b73412364afb44fda37e200f43413c928fcd503842ecaf4c92320149e
financebench_id_01482,development,PepsiCo,operational_v3,correct,correct,ok,e3a819a006bb7a9f0d94665c7f07415b0ecc600dcc65dbede39dad7e4b225a9e
financebench_id_01482,new_response_validation,PepsiCo,holistic_v2,correct,correct,ok,e06539cceb6e4254f8a6b0fee123f58676fd261dd021a1f2bc7bc10eac67e12b
financebench_id_01482,new_response_validation,PepsiCo,operational_v3,correct,correct,ok,e06539cceb6e4254f8a6b0fee123f58676fd261dd021a1f2bc7bc10eac67e12b
financebench_id_01487,development,Johnson & Johnson,holistic_v2,correct,correct,ok,8ff749d1284291edaa200a3172271185f903d6a260a7ee31d5018725e6b09e88
financebench_id_01484,development,Johnson & Johnson,operational_v3,refusal,refusal,ok,8a1b3a2b73412364afb44fda37e200f43413c928fcd503842ecaf4c92320149e
financebench_id_01484,new_response_validation,Johnson & Johnson,holistic_v2,incorrect,incorrect,ok,f555a91bce2483e4bd2bdc359927317c81d954a5724cf4d1ea8167359584ad5d
financebench_id_01487,development,Johnson & Johnson,operational_v3,correct,correct,ok,8ff749d1284291edaa200a3172271185f903d6a260a7ee31d5018725e6b09e88
financebench_id_01488,development,Johnson & Johnson,holistic_v2,refusal,refusal,ok,838beed9ec833e9d831ea9dc2683a4789c63d198308fa8658d7cd276060b4349
financebench_id_01484,new_response_validation,Johnson & Johnson,operational_v3,incorrect,incorrect,ok,f555a91bce2483e4bd2bdc359927317c81d954a5724cf4d1ea8167359584ad5d
financebench_id_01487,new_response_validation,Johnson & Johnson,holistic_v2,refusal,refusal,ok,42ea08df3dac6892502c378c9ff2900f5e786d9226b04a1f36b6d028ca7447b2
financebench_id_01487,new_response_validation,Johnson & Johnson,operational_v3,refusal,refusal,ok,42ea08df3dac6892502c378c9ff2900f5e786d9226b04a1f36b6d028ca7447b2
financebench_id_01490,development,Johnson & Johnson,holistic_v2,correct,correct,ok,de5fbb3d7a53b7bd524c880c5e3c936fdab0d56923835a19fd8f0441722c5631
financebench_id_01488,development,Johnson & Johnson,operational_v3,refusal,refusal,ok,838beed9ec833e9d831ea9dc2683a4789c63d198308fa8658d7cd276060b4349
financebench_id_01488,new_response_validation,Johnson & Johnson,holistic_v2,correct,correct,ok,62f7926ea367ee7008603759dce3eb35722b0b9239ff2619d6f5b947bbd80f8f
financebench_id_01488,new_response_validation,Johnson & Johnson,operational_v3,correct,correct,ok,62f7926ea367ee7008603759dce3eb35722b0b9239ff2619d6f5b947bbd80f8f
financebench_id_01491,development,Johnson & Johnson,holistic_v2,correct,correct,ok,44869399f99ee2abffd4e734a4f7c9fe179bbe00ac839351d7d96b3fe3d2c82a
financebench_id_01490,development,Johnson & Johnson,operational_v3,correct,correct,ok,de5fbb3d7a53b7bd524c880c5e3c936fdab0d56923835a19fd8f0441722c5631
financebench_id_01490,new_response_validation,Johnson & Johnson,holistic_v2,correct,correct,ok,19b69b35657beb0833b891aa0e4f97cdc26e992950eedc70cb435ef883b0ccbc
financebench_id_01490,new_response_validation,Johnson & Johnson,operational_v3,correct,correct,ok,19b69b35657beb0833b891aa0e4f97cdc26e992950eedc70cb435ef883b0ccbc
financebench_id_01858,development,3M,holistic_v2,correct,correct,ok,0f076d7e9e5654b58ef08f233338e43cb69c07092a61e6930722f02ecc80142b
financebench_id_01491,development,Johnson & Johnson,operational_v3,correct,correct,ok,44869399f99ee2abffd4e734a4f7c9fe179bbe00ac839351d7d96b3fe3d2c82a
financebench_id_01491,new_response_validation,Johnson & Johnson,holistic_v2,correct,correct,ok,4b10602c275df3b7ed117c8a8c7b516ebdb100e948cadac70a784b4747df01fa
financebench_id_01491,new_response_validation,Johnson & Johnson,operational_v3,correct,correct,ok,4b10602c275df3b7ed117c8a8c7b516ebdb100e948cadac70a784b4747df01fa
financebench_id_01865,development,3M,holistic_v2,refusal,refusal,ok,a794ddac09dac00a3f6f4b3f0c9b5de537d2fd4f5971152163cfc874530f6090
financebench_id_01858,development,3M,operational_v3,correct,correct,ok,0f076d7e9e5654b58ef08f233338e43cb69c07092a61e6930722f02ecc80142b
financebench_id_01858,new_response_validation,3M,holistic_v2,correct,correct,ok,dbf7a99809044fed7382c70a222cc5435de6656b074a4ea4bf7d764749de4c4a
financebench_id_01858,new_response_validation,3M,operational_v3,correct,correct,ok,dbf7a99809044fed7382c70a222cc5435de6656b074a4ea4bf7d764749de4c4a
financebench_id_01902,development,Best Buy,holistic_v2,refusal,refusal,ok,8c9604d2b4f561e1237f19e79483d84752b236986a789aeacd20ab25a7731456
financebench_id_01865,development,3M,operational_v3,refusal,refusal,ok,a794ddac09dac00a3f6f4b3f0c9b5de537d2fd4f5971152163cfc874530f6090
financebench_id_01865,new_response_validation,3M,holistic_v2,incorrect,incorrect,ok,4d058747012bd729c505bb3c60eff632709ff79a2d33e025cd9444fc3887475d
financebench_id_01865,new_response_validation,3M,operational_v3,incorrect,incorrect,ok,4d058747012bd729c505bb3c60eff632709ff79a2d33e025cd9444fc3887475d
financebench_id_01911,development,MGM Resorts,holistic_v2,refusal,refusal,ok,40c711f344ddb6805be16a290ba46bd38dfdafe9649fff60960492254e5b117e
financebench_id_01902,development,Best Buy,operational_v3,refusal,refusal,ok,8c9604d2b4f561e1237f19e79483d84752b236986a789aeacd20ab25a7731456
financebench_id_01902,new_response_validation,Best Buy,holistic_v2,incorrect,incorrect,ok,7549197af5a99560169731cfd02eabef8d7530a649b5725310e20762b8da35c1
